S,I,t,bid,ask,bid_offset_pct,ask_offset_pct,spread_bps,mid,bid_intensity,ask_intensity
95.0,-20,0,95.0,95.0,0.0,0.0,0.0,95.0,1.0,1.0
95.0,-10,0,95.0,95.0,0.0,0.0,0.0,95.0,1.0,1.0
95.0,0,0,95.0,95.0,0.0,0.0,0.0,95.0,1.0,1.0
95.0,10,0,95.0,95.0,0.0,0.0,0.0,95.0,1.0,1.0
95.0,20,0,95.0,95.0,0.0,0.0,0.0,95.0,1.0,1.0
96.11111111111111,-20,0,96.01499938964844,96.59166717529297,-0.10000351816415787,0.49999645352363586,60.060176983838254,96.3033332824707,1.0,1.0
96.11111111111111,-10,0,96.01499938964844,96.59166717529297,-0.10000351816415787,0.49999645352363586,60.060176983838254,96.3033332824707,1.0,1.0
96.11111111111111,0,0,96.01499938964844,96.59166717529297,-0.10000351816415787,0.49999645352363586,60.060176983838254,96.3033332824707,1.0,1.0
96.11111111111111,10,0,96.01499938964844,96.59166717529297,-0.10000351816415787,0.49999645352363586,60.060176983838254,96.3033332824707,1.0,1.0
96.11111111111111,20,0,96.01499938964844,96.59166717529297,-0.10000351816415787,0.49999645352363586,60.060176983838254,96.3033332824707,1.0,1.0
97.22222222222223,-20,0,96.9664306640625,97.54881286621094,-0.26310116052627563,0.33591926097869873,60.06018765051691,97.25762176513672,1.0,1.0
97.22222222222223,-10,0,96.9664306640625,97.54881286621094,-0.26310116052627563,0.33591926097869873,60.06018765051691,97.25762176513672,1.0,1.0
97.22222222222223,0,0,96.9664306640625,97.54881286621094,-0.26310116052627563,0.33591926097869873,60.06018765051691,97.25762176513672,1.0,1.0
97.22222222222223,10,0,96.9664306640625,97.54881286621094,-0.26310116052627563,0.33591926097869873,60.06018765051691,97.25762176513672,1.0,1.0
97.22222222222223,20,0,96.9664306640625,97.54881286621094,-0.26310116052627563,0.33591926097869873,60.06018765051691,97.25762176513672,1.0,1.0
98.33333333333333,-20,0,98.23500061035156,98.82499694824219,-0.10000258684158325,0.4999973773956299,60.059686896205555,98.52999877929688,1.0,1.0
98.33333333333333,-10,0,98.23500061035156,98.82499694824219,-0.10000258684158325,0.4999973773956299,60.059686896205555,98.52999877929688,1.0,1.0
98.33333333333333,0,0,98.23500061035156,98.82499694824219,-0.10000258684158325,0.4999973773956299,60.059686896205555,98.52999877929688,1.0,1.0
98.33333333333333,10,0,98.23500061035156,98.82499694824219,-0.10000258684158325,0.4999973773956299,60.059686896205555,98.52999877929688,1.0,1.0
98.33333333333333,20,0,98.23500061035156,98.82499694824219,-0.10000258684158325,0.4999973773956299,60.059686896205555,98.52999877929688,1.0,1.0
99.44444444444444,-20,0,99.18643188476562,99.78214263916016,-0.2594555914402008,0.33958670496940613,60.0597020252347,99.48428726196289,1.0,1.0
99.44444444444444,-10,0,99.18643188476562,99.78214263916016,-0.2594555914402008,0.33958670496940613,60.0597020252347,99.48428726196289,1.0,1.0
99.44444444444444,0,0,99.18643188476562,99.78214263916016,-0.2594555914402008,0.33958670496940613,60.0597020252347,99.48428726196289,1.0,1.0
99.44444444444444,10,0,99.18643188476562,99.78214263916016,-0.2594555914402008,0.33958670496940613,60.0597020252347,99.48428726196289,1.0,1.0
99.44444444444444,20,0,99.18643188476562,99.78214263916016,-0.2594555914402008,0.33958670496940613,60.0597020252347,99.48428726196289,1.0,1.0
100.55555555555556,-20,0,100.45500183105469,101.05833435058594,-0.10000167787075043,0.4999983012676239,60.05997795370366,100.75666809082031,1.0,1.0
100.55555555555556,-10,0,100.45500183105469,101.05833435058594,-0.10000167787075043,0.4999983012676239,60.05997795370366,100.75666809082031,1.0,1.0
100.55555555555556,0,0,100.45500183105469,101.05833435058594,-0.10000167787075043,0.4999983012676239,60.05997795370366,100.75666809082031,1.0,1.0
100.55555555555556,10,0,100.45500183105469,101.05833435058594,-0.10000167787075043,0.4999983012676239,60.05997795370366,100.75666809082031,1.0,1.0
100.55555555555556,20,0,100.45500183105469,101.05833435058594,-0.10000167787075043,0.4999983012676239,60.05997795370366,100.75666809082031,1.0,1.0
101.66666666666667,-20,0,101.40642547607422,102.01547241210938,-0.25596940517425537,0.3430938422679901,60.05999453938537,101.7109489440918,1.0,1.0
101.66666666666667,-10,0,101.40642547607422,102.01547241210938,-0.25596940517425537,0.3430938422679901,60.05999453938537,101.7109489440918,1.0,1.0
101.66666666666667,0,0,101.40642547607422,102.01547241210938,-0.25596940517425537,0.3430938422679901,60.05999453938537,101.7109489440918,1.0,1.0
101.66666666666667,10,0,101.40642547607422,102.01547241210938,-0.25596940517425537,0.3430938422679901,60.05999453938537,101.7109489440918,1.0,1.0
101.66666666666667,20,0,101.40642547607422,102.01547241210938,-0.25596940517425537,0.3430938422679901,60.05999453938537,101.7109489440918,1.0,1.0
102.77777777777777,-20,0,102.67500305175781,103.29166412353516,-0.10000082105398178,0.49999916553497314,60.059513362418215,102.98333358764648,1.0,1.0
102.77777777777777,-10,0,102.67500305175781,103.29166412353516,-0.10000082105398178,0.49999916553497314,60.059513362418215,102.98333358764648,1.0,1.0
102.77777777777777,0,0,102.67500305175781,103.29166412353516,-0.10000082105398178,0.49999916553497314,60.059513362418215,102.98333358764648,1.0,1.0
102.77777777777777,10,0,102.67500305175781,103.29166412353516,-0.10000082105398178,0.49999916553497314,60.059513362418215,102.98333358764648,1.0,1.0
102.77777777777777,20,0,102.67500305175781,103.29166412353516,-0.10000082105398178,0.49999916553497314,60.059513362418215,102.98333358764648,1.0,1.0
103.88888888888889,-20,0,103.62642669677734,104.24880981445312,-0.25263234972953796,0.34645095467567444,60.060270098567514,103.93761825561523,1.0,1.0
103.88888888888889,-10,0,103.62642669677734,104.24880981445312,-0.25263234972953796,0.34645095467567444,60.060270098567514,103.93761825561523,1.0,1.0
103.88888888888889,0,0,103.62642669677734,104.24880981445312,-0.25263234972953796,0.34645095467567444,60.060270098567514,103.93761825561523,1.0,1.0
103.88888888888889,10,0,103.62642669677734,104.24880981445312,-0.25263234972953796,0.34645095467567444,60.060270098567514,103.93761825561523,1.0,1.0
103.88888888888889,20,0,103.62642669677734,104.24880981445312,-0.25263234972953796,0.34645095467567444,60.060270098567514,103.93761825561523,1.0,1.0
105.0,-20,0,105.0,105.0,0.0,0.0,0.0,105.0,1.0,1.0
105.0,-10,0,105.0,105.0,0.0,0.0,0.0,105.0,1.0,1.0
105.0,0,0,105.0,105.0,0.0,0.0,0.0,105.0,1.0,1.0
